Year_of_Release;Publisher;Global_Sales;
1996;Time Warner Interactive;0.09;
1996;Seta Corporation;0.09;
1996;Ocean;0.09;
1996;Hearty Robin;0.09;
1996;Konami Digital Entertainment;0.09;
1996;Konami Digital Entertainment;0.08;
1996;Acclaim Entertainment;0.08;
1996;GT Interactive;0.08;
1996;Sega;0.08;
1996;Virgin Interactive;0.08;
1996;ASCII Entertainment;0.08;
1996;Midway Games;0.07;
1996;Virgin Interactive;0.07;
1996;Eidos Interactive;0.07;
1996;Sunsoft;0.07;
1996;Elite;0.07;
1996;Konami Digital Entertainment;0.07;
1996;Nippon Telenet;0.07;
1996;Tomy Corporation;0.07;
1996;Midway Games;0.06;
1996;Acclaim Entertainment;0.06;
1996;NEC Interchannel;0.06;
1996;Mindscape;0.06;
1996;SNK;0.06;
1996;JVC;0.06;
1996;U.S. Gold;0.05;
1996;Psygnosis;0.05;
1996;Namco Bandai Games;0.05;
1996;Atlus;0.05;
1996;Hudson Soft;0.05;
1996;Gremlin Interactive Ltd;0.05;
1996;Electronic Arts;0.05;
1996;SNK;0.05;
1996;Electronic Arts Victor;0.04;
1996;Media Works;0.04;
1996;Enix Corporation;0.04;
1996;Societa;0.04;
1996;Time Warner Interactive;0.04;
1996;Psygnosis;0.04;
1996;SNK;0.04;
1996;Ocean;0.04;
1996;Acclaim Entertainment;0.03;
1996;BMG Interactive Entertainment;0.03;
1996;BMG Interactive Entertainment;0.03;
1996;ASK;0.03;
1996;Acclaim Entertainment;0.03;
1996;KSS;0.03;
1996;Konami Digital Entertainment;0.03;
1996;JVC;0.03;
1996;NEC;0.03;
1996;Virgin Interactive;0.03;
1996;Psygnosis;0.03;
1996;Imagineer;0.03;
1996;Time Warner Interactive;0.03;
1996;GT Interactive;0.03;
1996;Compile;0.02;
1996;Gaga;0.02;
1996;Sonnet;0.02;
1996;Coconuts Japan;0.02;
1996;ArtDink;0.02;
1996;Psygnosis;0.02;
1996;Imagineer;0.01;
1996;Gust;0.01;
1997;Sony Computer Entertainment;10.95;
1997;Sony Computer Entertainment;9.72;
1997;Nintendo;8.09;
1997;Sony Computer Entertainment;7.58;
1997;Eidos Interactive;5.24;
1997;Nintendo;4.88;
1997;Hasbro Interactive;4.16;
1997;Vivendi Games;4.12;
1997;Nintendo;4.03;
1997;Fox Interactive;3.56;
1997;Eidos Interactive;3.54;
1997;Nintendo;2.85;
1997;Sony Computer Entertainment;2.79;
1997;SquareSoft;2.45;
1997;Red Or;2.43;
1997;Electronic Arts;2.4;
1997;Take-Two Interactive;2.32;
1997;Eidos Interactive;2.29;
1997;Codemasters;2.28;
1997;UEP Systems;2.25;
1997;ASCII Entertainment;2.09;
1997;Activision;1.99;
1997;Sony Computer Entertainment;1.94;
1997;Acclaim Entertainment;1.86;
1997;THQ;1.69;
1997;Sony Computer Entertainment;1.68;
1997;Namco Bandai Games;1.68;
1997;Electronic Arts;1.53;
1997;Electronic Arts;1.52;
1997;Electronic Arts;1.51;
1997;Hasbro Interactive;1.51;
1997;Nintendo;1.48;
1997;Namco Bandai Games;1.45;
1997;Electronic Arts;1.35;
1997;SquareSoft;1.35;
1997;Eidos Interactive;1.32;
1997;Accolade;1.3;
1997;Konami Digital Entertainment;1.27;
1997;GT Interactive;1.24;
1997;Sony Computer Entertainment;1.22;
1997;Nintendo;1.22;
1997;Electronic Arts;1.22;
1997;SquareSoft;1.22;
1997;Electronic Arts;1.21;
1997;Electronic Arts;1.19;
1997;Ocean;1.17;
1997;Sony Computer Entertainment;1.16;
1997;Eidos Interactive;1.16;
1997;Compile;1.15;
1997;Electronic Arts;1.1;
1997;Taito;1.09;
1997;Electronic Arts;1.07;
1997;Acclaim Entertainment;1.06;
1997;Namco Bandai Games;1.04;
1997;Hudson Soft;1.04;
1997;Nintendo;1.03;
1997;Electronic Arts;1.02;
1997;Tecmo Koei;1.01;
1997;Capcom;1;
1997;Nintendo;1;
1997;Electronic Arts;0.92;
1997;Sony Computer Entertainment;0.89;
1997;Infogrames;0.87;
1997;Electronic Arts;0.86;
1997;GT Interactive;0.85;
1997;Capcom;0.83;
1997;Electronic Arts;0.8;
1997;Hudson Entertainment;0.79;
1997;Electronic Arts;0.78;
1997;GT Interactive;0.75;
1997;Virgin Interactive;0.75;
1997;Electronic Arts;0.73;
1997;Nintendo;0.71;
1997;Hasbro Interactive;0.71;
1997;Electronic Arts;0.7;
1997;Electronic Arts;0.69;
1997;LucasArts;0.68;
1997;GT Interactive;0.68;
1997;Sony Computer Entertainment;0.63;
1997;Square;0.63;
1997;Sony Computer Entertainment;0.62;
1997;GT Interactive;0.61;
1997;Compile;0.6;
1997;Konami Digital Entertainment;0.6;
1997;Konami Digital Entertainment;0.59;
1997;Acclaim Entertainment;0.59;
1997;Electronic Arts;0.58;
1997;Electronic Arts;0.58;
1997;GT Interactive;0.57;
1997;Banpresto;0.55;
1997;SquareSoft;0.53;
1997;Interplay;0.51;
1997;Sony Computer Entertainment;0.51;
1997;ASCII Entertainment;0.5;
1997;Electronic Arts;0.49;
1997;Sega;0.49;
1997;Midway Games;0.47;
1997;Titus;0.47;
1997;Fox Interactive;0.44;
1997;GT Interactive;0.44;
1997;Nintendo;0.43;
1997;989 Studios;0.43;
1997;Sega;0.42;
1997;Psygnosis;0.42;
1997;ESP;0.42;
1997;Capcom;0.42;
1997;Virgin Interactive;0.41;
1997;Sony Computer Entertainment;0.41;
1997;Imagineer;0.4;
1997;Sony Computer Entertainment;0.4;
1997;Kemco;0.4;
1997;Midway Games;0.4;
1997;Virgin Interactive;0.39;
1997;GT Interactive;0.38;
1997;SquareSoft;0.37;
1997;ASCII Entertainment;0.37;
1997;Activision;0.36;
1997;Namco Bandai Games;0.36;
1997;Nintendo;0.36;
1997;Starfish;0.36;
1997;Nintendo;0.36;
1997;Konami Digital Entertainment;0.36;
1997;Psygnosis;0.36;
1997;Virgin Interactive;0.34;
1997;Sony Computer Entertainment;0.34;
1997;Takara;0.33;
1997;Acclaim Entertainment;0.32;
1997;Sony Computer Entertainment;0.32;
1997;Konami Digital Entertainment;0.32;
1997;Sony Computer Entertainment;0.32;
1997;Acclaim Entertainment;0.32;
1997;Human Entertainment;0.32;
1997;Banpresto;0.32;
1997;Electronic Arts;0.31;
1997;SquareSoft;0.31;
1997;Konami Digital Entertainment;0.31;
1997;Atlus;0.31;
1997;SquareSoft;0.31;
1997;Sony Computer Entertainment;0.3;
1997;Namco Bandai Games;0.3;
1997;Hudson Soft;0.3;
1997;Electronic Arts;0.3;
1997;Namco Bandai Games;0.29;
1997;Midway Games;0.29;
1997;Playmates;0.28;
1997;Elf;0.28;
1997;From Software;0.28;
1997;Tecmo Koei;0.27;
1997;Namco Bandai Games;0.27;
1997;Konami Digital Entertainment;0.27;
1997;Tecmo Koei;0.27;
1997;Sony Computer Entertainment;0.26;
1997;Capcom;0.26;
1997;Hudson Soft;0.26;
1997;Gust;0.25;
1997;Midway Games;0.25;
1997;Ubisoft;0.25;
1997;Ocean;0.25;
1997;Take-Two Interactive;0.25;
1997;Takara;0.25;
1997;Sony Computer Entertainment;0.24;
1997;Xing Entertainment;0.24;
1997;Psygnosis;0.24;
1997;Victor Interactive;0.23;
1997;GT Interactive;0.23;
1997;Psygnosis;0.23;
1997;Virgin Interactive;0.23;
1997;Ocean;0.23;
1997;Namco Bandai Games;0.22;
1997;Nintendo;0.22;
1997;Sega;0.21;
1997;Kadokawa Shoten;0.21;
1997;Imagineer;0.21;
1997;Interplay;0.21;
1997;On Demand;0.21;
1997;Interplay;0.2;
1997;Activision;0.2;
1997;Namco Bandai Games;0.2;
1997;Konami Digital Entertainment;0.19;
1997;Compile;0.19;
1997;Video System;0.19;
1997;GT Interactive;0.19;
1997;Sony Computer Entertainment;0.19;
1997;Namco Bandai Games;0.19;
1997;Tecmo Koei;0.18;
1997;Sony Computer Entertainment;0.18;
1997;ASCII Entertainment;0.18;
1997;Capcom;0.17;
1997;Capcom;0.17;
1997;Nintendo;0.17;
1997;Konami Digital Entertainment;0.16;
1997;Aques;0.16;
1997;BMG Interactive Entertainment;0.15;
1997;Sega;0.15;
1997;Sega;0.15;
1997;Sony Computer Entertainment;0.15;
1997;Vic Tokai;0.15;
1997;Take-Two Interactive;0.15;
1997;Namco Bandai Games;0.15;
1997;Namco Bandai Games;0.15;
1997;Sony Computer Entertainment;0.15;
1997;Gremlin Interactive Ltd;0.14;
1997;Psygnosis;0.14;
1997;SquareSoft;0.14;
1997;Sony Computer Entertainment;0.14;
1997;THQ;0.14;
1997;Namco Bandai Games;0.14;
1997;Sony Computer Entertainment;0.14;
1997;Mindscape;0.14;
1997;Kemco;0.14;
1997;Imadio;0.14;
1997;Sony Computer Entertainment;0.14;
1997;Konami Digital Entertainment;0.13;
1997;Sega;0.13;
1997;Konami Digital Entertainment;0.13;
1997;Sega;0.13;
1997;Hudson Soft;0.13;
1997;NEC Interchannel;0.13;
1997;Gremlin Interactive Ltd;0.13;
1997;Sega;0.12;
1997;Human Entertainment;0.12;
1997;Acclaim Entertainment;0.12;
1997;Psygnosis;0.12;
1997;Sega;0.12;
1997;BMG Interactive Entertainment;0.11;
1997;GT Interactive;0.11;
1997;Sunsoft;0.11;
1997;GT Interactive;0.11;
1997;Sega;0.11;
1997;ASCII Entertainment;0.11;
1997;Sega;0.11;
1997;NCS;0.11;
1997;GT Interactive;0.11;
1997;Namco Bandai Games;0.1;
1997;Natsume;0.1;
1997;Konami Digital Entertainment;0.1;
1997;Sony Computer Entertainment;0.1;
1997;Codemasters;0.1;
1997;Interplay Productions;0.1;
1997;Psygnosis;0.1;
1997;Capcom;0.1;
1997;Sony Computer Entertainment;0.09;
1997;989 Studios;0.09;
1997;Sony Computer Entertainment;0.09;
1997;Psygnosis;0.09;
1997;Origin Systems;0.09;
1997;SNK;0.08;
1997;Acclaim Entertainment;0.08;
1997;NEC Interchannel;0.08;
1997;Atlus;0.08;
1997;Hudson Soft;0.08;
1997;Capcom;0.07;
1997;Warp;0.07;
1997;THQ;0.07;
1997;ASCII Entertainment;0.07;
1997;Sony Computer Entertainment;0.07;
1997;Acclaim Entertainment;0.07;
1997;Capcom;0.07;
1997;GT Interactive;0.07;
1997;Interplay;0.07;
1997;Capcom;0.07;
1997;BMG Interactive Entertainment;0.07;
1997;Sony Computer Entertainment;0.06;
1997;Capcom;0.06;
1997;Konami Digital Entertainment;0.06;
1997;Sony Computer Entertainment;0.06;
1997;Sony Computer Entertainment;0.06;
1997;Capcom;0.06;
1997;Virgin Interactive;0.05;
1997;Gremlin Interactive Ltd;0.05;
1997;Hudson Soft;0.05;
1997;Acclaim Entertainment;0.05;
1997;GT Interactive;0.05;
1997;Virgin Interactive;0.04;
1997;Electronic Arts;0.04;
1997;Virgin Interactive;0.04;
1997;Konami Digital Entertainment;0.04;
1997;Electronic Arts;0.04;
1997;JVC;0.03;
1997;Agetec;0.03;
1997;Psygnosis;0.03;
1997;Konami Digital Entertainment;0.03;
1997;Virgin Interactive;0.03;
1997;GT Interactive;0.02;
1997;Konami Digital Entertainment;0.02;
1997;Konami Digital Entertainment;0.02;
1997;CTO SpA;0.02;
1997;Midas Interactive Entertainment;0.02;
1997;Acclaim Entertainment;0.02;
1997;Vivendi Games;0.01;
1997;Microprose;0.01;
1997;Psygnosis;0.01;
1997;Eidos Interactive;0.01;
1997;Microsoft Game Studios;0.01;
1998;Nintendo;14.64;
1998;Nintendo;7.6;
1998;Sony Computer Entertainment;7.16;
1998;Sony Computer Entertainment;7.13;
1998;Konami Digital Entertainment;6.03;
1998;Virgin Interactive;5.82;
1998;Sony Computer Entertainment;5;
1998;Nintendo;3.7;
1998;Nintendo;3.65;
1998;Take-Two Interactive;3.42;
1998;Acclaim Entertainment;3.36;
1998;THQ;3.34;
1998;Electronic Arts;3.12;
1998;Codemasters;2.87;
1998;Sony Computer Entertainment;2.79;
1998;Nintendo;2.7;
1998;Electronic Arts;2.67;
1998;Eidos Interactive;2.48;
1998;Sega;2.42;
1998;Capcom;2.41;
1998;THQ;2.38;
1998;Eidos Interactive;2.35;
1998;989 Studios;2.31;
1998;Nintendo;2.22;
1998;Nintendo;2.17;
1998;SquareSoft;2.1;
1998;Electronic Arts;2.08;
1998;Namco Bandai Games;2.06;
1998;Nintendo;2.03;
1998;Nintendo;1.93;
1998;THQ;1.88;
1998;Electronic Arts;1.87;
1998;Acclaim Entertainment;1.76;
1998;Electronic Arts;1.75;
1998;Electronic Arts;1.74;
1998;989 Studios;1.73;
1998;Activision;1.71;
1998;THQ;1.69;
1998;Electronic Arts;1.62;
1998;Konami Digital Entertainment;1.61;
1998;Video System;1.6;
1998;989 Studios;1.53;
1998;Electronic Arts;1.52;
1998;Electronic Arts;1.52;
1998;Midway Games;1.5;
1998;Namco Bandai Games;1.5;
1998;SquareSoft;1.46;
1998;Electronic Arts;1.46;
1998;GT Interactive;1.46;
1998;THQ;1.46;
1998;Take-Two Interactive;1.38;
1998;Activision;1.37;
1998;Nintendo;1.37;
1998;Acclaim Entertainment;1.33;
1998;Codemasters;1.32;
1998;THQ;1.26;
1998;Codemasters;1.26;
1998;Hasbro Interactive;1.26;
1998;Electronic Arts;1.25;
1998;Activision;1.23;
1998;Electronic Arts;1.22;
1998;Nintendo;1.19;
1998;989 Studios;1.17;
1998;Success;1.15;
1998;SquareSoft;1.14;
1998;Acclaim Entertainment;1.14;
1998;Sony Computer Entertainment;1.13;
1998;Nintendo;1.1;
1998;Sony Computer Entertainment;1.1;
1998;Konami Digital Entertainment;1.09;
1998;Midway Games;1.09;
1998;Midway Games;1.08;
1998;Electronic Arts;1.06;
1998;D3Publisher;1.06;
1998;Midway Games;1.06;
1998;Sony Computer Entertainment;1.05;
1998;Acclaim Entertainment;1.04;
1998;Virgin Interactive;1.03;
1998;Hasbro Interactive;1.01;
1998;GT Interactive;0.99;
1998;Electronic Arts;0.98;
1998;Hasbro Interactive;0.91;
1998;Electronic Arts;0.9;
1998;Electronic Arts;0.87;
1998;Sony Computer Entertainment;0.86;
1998;Hasbro;0.83;
1998;Sony Computer Entertainment;0.83;
1998;Atari;0.81;
1998;Konami Digital Entertainment;0.81;
1998;Nintendo;0.79;
1998;Sony Computer Entertainment;0.78;
1998;Konami Digital Entertainment;0.76;
1998;GT Interactive;0.73;
1998;Namco Bandai Games;0.72;
1998;Eidos Interactive;0.72;
1998;Acclaim Entertainment;0.71;
1998;Virgin Interactive;0.7;
1998;SquareSoft;0.7;
1998;Sony Computer Entertainment;0.69;
1998;SquareSoft;0.68;
1998;Konami Digital Entertainment;0.68;
1998;Electronic Arts;0.67;
1998;Sony Computer Entertainment;0.67;
1998;Electronic Arts;0.66;
1998;Sony Computer Entertainment;0.66;
1998;Sony Computer Entertainment;0.66;
1998;ASC Games;0.66;
1998;Atari;0.65;
1998;Nintendo;0.64;
1998;Activision;0.63;
1998;Eidos Interactive;0.62;
1998;Acclaim Entertainment;0.62;
1998;Electronic Arts;0.61;
1998;Konami Digital Entertainment;0.6;
1998;Electronic Arts;0.6;
1998;Electronic Arts;0.59;
1998;Konami Digital Entertainment;0.59;
1998;Konami Digital Entertainment;0.58;
1998;Electronic Arts;0.58;
1998;Namco Bandai Games;0.58;
1998;BMG Interactive Entertainment;0.58;
1998;THQ;0.58;
1998;Kadokawa Shoten;0.55;
1998;Banpresto;0.55;
1998;Electronic Arts;0.54;
1998;Sony Computer Entertainment;0.54;
1998;Capcom;0.52;
1998;Activision;0.48;
1998;Acclaim Entertainment;0.48;
1998;Electronic Arts;0.47;
1998;Konami Digital Entertainment;0.47;
1998;Nintendo;0.47;
1998;989 Studios;0.45;
1998;Namco Bandai Games;0.45;
1998;Activision;0.45;
1998;GT Interactive;0.45;
1998;Midway Games;0.43;
1998;Psygnosis;0.42;
1998;TYO;0.42;
1998;Midway Games;0.42;
1998;Konami Digital Entertainment;0.42;
1998;Eidos Interactive;0.41;
1998;Activision;0.41;
1998;Magical Company;0.41;
1998;Electronic Arts;0.39;
1998;Take-Two Interactive;0.39;
1998;Acclaim Entertainment;0.39;
1998;Nintendo;0.38;
1998;Human Entertainment;0.38;
1998;Eidos Interactive;0.38;
1998;GT Interactive;0.38;
1998;Sony Computer Entertainment;0.37;
1998;Sega;0.37;
1998;Acclaim Entertainment;0.36;
1998;Sony Computer Entertainment;0.35;
1998;989 Studios;0.35;
1998;Sony Computer Entertainment;0.34;
1998;GT Interactive;0.34;
1998;ASCII Entertainment;0.34;
1998;Sony Computer Entertainment;0.34;
1998;Sony Computer Entertainment;0.33;
1998;Eidos Interactive;0.33;
1998;3DO;0.33;
1998;Activision;0.33;
1998;Acclaim Entertainment;0.32;
1998;Ocean;0.32;
1998;NewKidCo;0.31;
1998;Sony Computer Entertainment;0.31;
1998;Konami Digital Entertainment;0.31;
1998;Activision;0.31;
1998;Infogrames;0.31;
1998;Sony Computer Entertainment;0.31;
1998;Acclaim Entertainment;0.31;
1998;SquareSoft;0.3;
1998;Virgin Interactive;0.29;
1998;Acclaim Entertainment;0.29;
1998;Kemco;0.29;
1998;Sony Computer Entertainment;0.28;
1998;Activision;0.28;
1998;Konami Digital Entertainment;0.28;
1998;Electronic Arts;0.28;
1998;Capcom;0.27;
1998;Konami Digital Entertainment;0.27;
1998;Acclaim Entertainment;0.27;
1998;Konami Digital Entertainment;0.27;
1998;Crave Entertainment;0.27;
1998;Sega;0.26;
1998;Virgin Interactive;0.26;
1998;Takara;0.26;
1998;Axela;0.25;
1998;Namco Bandai Games;0.25;
1998;Titus;0.25;
1998;Fox Interactive;0.25;
1998;GT Interactive;0.25;
1998;Interplay;0.25;
1998;Sega;0.25;
1998;NEC Interchannel;0.25;
1998;Acclaim Entertainment;0.25;
1998;Ocean;0.24;
1998;Acclaim Entertainment;0.24;
1998;Interplay;0.24;
1998;NewKidCo;0.24;
1998;Virgin Interactive;0.23;
1998;Namco Bandai Games;0.23;
1998;Psygnosis;0.23;
1998;GT Interactive;0.23;
1998;Tomy Corporation;0.23;
1998;Acclaim Entertainment;0.22;
1998;Fox Interactive;0.22;
1998;Konami Digital Entertainment;0.22;
1998;THQ;0.21;
1998;Sony Computer Entertainment;0.21;
1998;Sony Computer Entertainment;0.2;
1998;Kemco;0.2;
1998;Gremlin Interactive Ltd;0.2;
1998;Acclaim Entertainment;0.19;
1998;Capcom;0.19;
1998;GT Interactive;0.19;
1998;Capcom;0.18;
1998;THQ;0.18;
1998;SNK;0.17;
1998;SNK;0.17;
1998;Agetec;0.17;
1998;SquareSoft;0.17;
1998;Human Entertainment;0.17;
1998;Victor Interactive;0.16;
1998;Gremlin Interactive Ltd;0.16;
1998;Ubisoft;0.16;
1998;Ocean;0.16;
1998;Imagineer;0.16;
1998;Syscom;0.16;
1998;Tecmo Koei;0.15;
1998;GT Interactive;0.15;
1998;Activision;0.15;
1998;Mindscape;0.15;
1998;Sony Computer Entertainment;0.15;
1998;Sony Computer Entertainment;0.14;
1998;Eidos Interactive;0.14;
1998;SquareSoft;0.14;
1998;Sunsoft;0.14;
1998;General Entertainment;0.14;
1998;GT Interactive;0.14;
1998;Capcom;0.14;
1998;Tecmo Koei;0.14;
1998;Virgin Interactive;0.14;
1998;GT Interactive;0.13;
1998;THQ;0.13;
1998;Eidos Interactive;0.13;
1998;Codemasters;0.13;
1998;Telstar;0.13;
1998;DreamWorks Interactive;0.13;
1998;Sega;0.12;
1998;Midas Interactive Entertainment;0.12;
1998;From Software;0.12;
1998;Activision;0.12;
1998;Virgin Interactive;0.12;
1998;Eidos Interactive;0.12;
1998;Interplay;0.12;
1998;Kadokawa Shoten;0.12;
1998;Atlus;0.12;
1998;Sony Computer Entertainment;0.12;
1998;Data East;0.11;
1998;Gainax Network Systems;0.11;
1998;Sega;0.11;
1998;Acclaim Entertainment;0.11;
1998;Acclaim Entertainment;0.1;
1998;Jaleco;0.1;
1998;GameTek;0.1;
1998;Infogrames;0.1;
1998;Interplay;0.1;
1998;Ocean;0.1;
1998;Crave Entertainment;0.1;
1998;MTO;0.1;
1998;From Software;0.1;
1998;ArtDink;0.09;
1998;NCS;0.09;
1998;Electronic Arts;0.09;
1998;Sega;0.09;
1998;Sega;0.09;
1998;Atlus;0.09;
1998;ChunSoft;0.09;
1998;Culture Publishers;0.09;
1998;Infogrames;0.09;
1998;Electronic Arts;0.09;
1998;GT Interactive;0.09;
1998;GT Interactive;0.09;
1998;Electronic Arts;0.09;
1998;Telstar;0.08;
1998;Ubisoft;0.08;
1998;Sega;0.08;
1998;ASCII Entertainment;0.08;
1998;Kadokawa Shoten;0.08;
1998;Interplay;0.08;
1998;NEC Interchannel;0.08;
1998;Acclaim Entertainment;0.08;
1998;Ocean;0.08;
1998;Acclaim Entertainment;0.08;
1998;Mitsui;0.08;
1998;Banpresto;0.08;
1998;Electronic Arts;0.08;
1998;Sega;0.08;
1998;Kadokawa Shoten;0.08;
1998;JVC;0.08;
1998;Sega;0.08;
1998;Take-Two Interactive;0.08;
1998;Locus;0.07;
1998;3DO;0.07;
1998;Pioneer LDC;0.07;
1998;Sony Computer Entertainment;0.07;
1998;Take-Two Interactive;0.07;
1998;Human Entertainment;0.07;
1998;Psygnosis;0.07;
1998;Banpresto;0.07;
1998;Mindscape;0.07;
1998;Evolution Games;0.07;
1998;Konami Digital Entertainment;0.07;
1998;Sony Computer Entertainment;0.07;
1998;Konami Digital Entertainment;0.07;
1998;Media Works;0.06;
1998;Fortyfive;0.06;
1998;ESP;0.06;
1998;Virgin Interactive;0.06;
1998;Konami Digital Entertainment;0.06;
1998;Infogrames;0.06;
1998;THQ;0.06;
1998;Hudson Entertainment;0.06;
1998;Acclaim Entertainment;0.06;
1998;GT Interactive;0.06;
1998;Titus;0.06;
1998;Ubisoft;0.06;
1998;GT Interactive;0.06;
1998;SNK;0.06;
1998;Sega;0.06;
1998;Takara;0.06;
1998;Sega;0.05;
1998;Konami Digital Entertainment;0.05;
1998;Swing! Entertainment;0.05;
1998;TechnoSoft;0.05;
1998;Jaleco;0.05;
1998;Infogrames;0.05;
1998;Gainax Network Systems;0.05;
1998;ESP;0.05;
1998;Activision;0.05;
1998;Tecmo Koei;0.05;
1998;Tecmo Koei;0.04;
1998;SNK Playmore;0.04;
1998;Infogrames;0.04;
1998;Hudson Soft;0.04;
1998;Konami Digital Entertainment;0.04;
1998;GT Interactive;0.04;
1998;Konami Digital Entertainment;0.04;
1998;Konami Digital Entertainment;0.04;
1998;Namco Bandai Games;0.04;
1998;Electronic Arts;0.04;
1998;Nippon Ichi Software;0.04;
1998;ESP;0.03;
1998;Vivendi Games;0.03;
1998;Interplay;0.03;
1998;Konami Digital Entertainment;0.03;
1998;Namco Bandai Games;0.03;
1998;Compile;0.03;
1998;Capcom;0.03;
1998;Media Works;0.03;
1998;KID;0.03;
1998;Gremlin Interactive Ltd;0.03;
1998;Imagineer;0.03;
1998;Infogrames;0.03;
1998;Hudson Soft;0.03;
1998;Empire Interactive;0.03;
1998;Irem Software Engineering;0.03;
1998;Virgin Interactive;0.02;
1998;Activision;0.02;
1998;Vivendi Games;0.02;
1998;Vivendi Games;0.02;
1998;Quintet;0.02;
1998;Psygnosis;0.02;
1998;Agetec;0.02;
1998;Saurus;0.02;
1998;Hiromi;0.01;
1999;Nintendo;23.1;
1999;Sony Computer Entertainment;9.49;
1999;SquareSoft;7.86;
1999;GT Interactive;6.27;
1999;Nintendo;5.55;
1999;Nintendo;5.45;
1999;Nintendo;5.31;
1999;Nintendo;5.27;
1999;Nintendo;5.07;
1999;Activision;5.02;
1999;Eidos Interactive;5.01;
1999;Sony Computer Entertainment;4.79;
1999;Eidos Interactive;3.72;
1999;Nintendo;3.63;
1999;Sony Computer Entertainment;3.52;
1999;Electronic Arts;3.21;
1999;Nintendo;3.12;
1999;Sony Computer Entertainment;2.88;
1999;Nintendo;2.5;
1999;Electronic Arts;2.31;
1999;Disney Interactive Studios;1.94;
1999;Konami Digital Entertainment;1.88;
1999;Sony Computer Entertainment;1.88;
1999;Sony Computer Entertainment;1.86;
1999;SquareSoft;1.86;
1999;989 Studios;1.8;
1999;LucasArts;1.74;
1999;Sony Computer Entertainment;1.69;
1999;Red Storm Entertainment;1.64;
1999;Sony Computer Entertainment;1.63;
1999;Konami Digital Entertainment;1.6;
1999;Electronic Arts;1.59;
1999;Westwood Studios;1.55;
1999;THQ;1.48;
1999;Nintendo;1.47;
1999;Namco Bandai Games;1.45;
1999;Hasbro Interactive;1.43;
1999;Electronic Arts;1.43;
1999;Electronic Arts;1.41;
1999;Konami Digital Entertainment;1.35;
1999;THQ;1.31;
1999;Namco Bandai Games;1.3;
1999;3DO;1.28;
1999;989 Studios;1.28;
1999;Nintendo;1.22;
1999;LucasArts;1.21;
1999;Sega;1.2;
1999;Ubisoft;1.19;
1999;Konami Digital Entertainment;1.18;
1999;Sega;1.18;
1999;Nintendo;1.16;
1999;ASCII Entertainment;1.13;
1999;SquareSoft;1.11;
1999;Konami Digital Entertainment;1.1;
1999;Sony Computer Entertainment;1.07;
1999;Eidos Interactive;1.07;
1999;Electronic Arts;1.07;
1999;Microprose;1.06;
1999;Eidos Interactive;1.04;
1999;Sony Computer Entertainment;0.96;
1999;Konami Digital Entertainment;0.96;
1999;Electronic Arts;0.95;
1999;SquareSoft;0.94;
1999;Sony Computer Entertainment;0.94;
1999;Activision;0.93;
1999;Ubisoft;0.93;
1999;Electronic Arts;0.92;
1999;989 Studios;0.9;
1999;3DO;0.85;
1999;Atari;0.84;
1999;Sony Computer Entertainment;0.83;
1999;Konami Digital Entertainment;0.81;
1999;Enix Corporation;0.81;
1999;3DO;0.81;
1999;Square EA;0.8;
1999;Electronic Arts;0.79;
1999;Capcom;0.78;
1999;Electronic Arts;0.77;
1999;Enix Corporation;0.77;
1999;Sony Computer Entertainment;0.74;
1999;Fox Interactive;0.73;
1999;Atari;0.72;
1999;Acclaim Entertainment;0.71;
1999;LEGO Media;0.71;
1999;Sony Computer Entertainment;0.67;
1999;Take-Two Interactive;0.66;
1999;Enix Corporation;0.65;
1999;Red Storm Entertainment;0.64;
1999;Konami Digital Entertainment;0.64;
1999;Ubisoft;0.64;
1999;Electronic Arts;0.63;
1999;Electronic Arts;0.62;
1999;ASCII Entertainment;0.62;
1999;Eidos Interactive;0.61;
1999;Electronic Arts;0.61;
1999;Midway Games;0.59;
1999;Sony Computer Entertainment;0.59;
1999;SquareSoft;0.58;
1999;Midway Games;0.58;
1999;3DO;0.56;
1999;Virgin Interactive;0.56;
1999;Midway Games;0.55;
1999;Eidos Interactive;0.55;
1999;Namco Bandai Games;0.55;
1999;Imagineer;0.54;
1999;Midway Games;0.54;
1999;Aruze Corp;0.54;
1999;Eidos Interactive;0.53;
1999;Electronic Arts;0.53;
1999;Sega;0.52;
1999;Konami Digital Entertainment;0.52;
1999;Infogrames;0.52;
1999;SquareSoft;0.52;
1999;Sony Computer Entertainment;0.52;
1999;THQ;0.51;
1999;Konami Digital Entertainment;0.51;
1999;Fox Interactive;0.49;
1999;Konami Digital Entertainment;0.48;
1999;Acclaim Entertainment;0.48;
1999;Pack In Soft;0.48;
1999;Activision;0.48;
1999;989 Studios;0.48;
