Name	Platform	Year_of_Release	Genre	Publisher	NA_Sales	EU_Sales	JP_Sales	Other_Sales	Global_Sales
Syndicate	PC	1992	Strategy	Electronic Arts	0	0.05	0	0.01	0.06
Empire Deluxe	PC	1992	Strategy	New World Computing	0.02	0	0	0	0.02
Final Fight 2	SNES	1993	Action	Capcom	0.39	0.12	0.49	0.02	1.02
Jurassic Park	NES	1993	Action	Ocean	0.25	0.1	0	0.01	0.36
Sailor Moon	SNES	1993	Action	Namco Bandai Games	0	0	0.22	0	0.22
Street Fighter II: Special Champion Edition (JP weekly sales)	GEN	1993	Action	Capcom	0	0	0.07	0	0.07
Ninja Warriors	SNES	1993	Action	Titus	0	0	0.07	0	0.07
Streets of Rage 3	GEN	1993	Action	Sega	0	0	0.07	0	0.07
Ecco: The Tides of Time	GEN	1993	Adventure	Sega	0	0	0.07	0	0.07
Super Street Fighter II	SNES	1993	Fighting	Nintendo	0.52	0.16	1.29	0.03	2
Mortal Kombat II	SNES	1993	Fighting	Acclaim Entertainment	1.48	0.39	0	0.06	1.93
Dragon Ball Z	SNES	1993	Fighting	Namco Bandai Games	0	0	1.45	0	1.45
Dragon Ball Z: La Legende Saien	SNES	1993	Fighting	Namco Bandai Games	0	0	1.2	0	1.2
Dragon Ball Z: Ultime Menace	SNES	1993	Fighting	Namco Bandai Games	0	0	0.73	0	0.73
Fatal Fury 2	SNES	1993	Fighting	Takara	0	0	0.45	0	0.45
Yuu Yuu Hakusho	SNES	1993	Fighting	Namco Bandai Games	0	0	0.36	0	0.36
Bishoujo Senshi Sailormoon R	SNES	1993	Fighting	Namco Bandai Games	0	0	0.27	0	0.27
Super Street Fighter II	GEN	1993	Fighting	Capcom	0	0	0.15	0	0.15
The King of Fighters 94 (CD)	NG	1993	Fighting	SNK	0	0	0.14	0	0.14
Samurai Shodown	NG	1993	Fighting	SNK	0	0	0.07	0	0.07
Jissen Pachi-Slot Hisshouhou	SNES	1993	Misc	Sammy Corporation	0	0	0.19	0	0.19
Super Mahjong 2: Honkaku 4Jin Uchi	SNES	1993	Misc	Imax	0	0	0.06	0	0.06
Pachinko Wars II	SNES	1993	Misc	Coconuts Japan	0	0	0.05	0	0.05
Super Mario All-Stars	SNES	1993	Platform	Nintendo	5.99	2.15	2.12	0.29	10.55
Kirbys Adventure	NES	1993	Platform	Nintendo	0.79	0.14	0.8	0.02	1.75
Disney's Aladdin	SNES	1993	Platform	Capcom	0.94	0.34	0.21	0.27	1.75
Sonic CD	SCD	1993	Platform	Sega	1	0.36	0.09	0.05	1.5
Mega Man X	SNES	1993	Platform	Capcom	0.57	0.08	0.5	0.01	1.16
Mega Man X2	SNES	1993	Platform	Laguna	0.09	0.02	0.45	0	0.56
Mega Man 6	NES	1993	Platform	Capcom	0.28	0.07	0.16	0.01	0.52
Crayon Shin-Chan: Arashi o Yobu Enji	SNES	1993	Platform	Namco Bandai Games	0	0	0.46	0	0.46
Ganbare Goemon 2: Kiteretsu Shougun Magginesu	SNES	1993	Platform	Konami Digital Entertainment	0	0	0.31	0	0.31
Popn TwinBee: Rainbow Bell Adventure	SNES	1993	Platform	Konami Digital Entertainment	0	0	0.06	0	0.06
Dynamite Headdy	GEN	1993	Platform	Sega	0	0	0.05	0	0.05
Super Puyo Puyo	SNES	1993	Puzzle	Banpresto	0	0	1.69	0.01	1.7
Tetris 2	NES	1993	Puzzle	Nintendo	0.62	0.13	0.21	0.02	0.98
Mario & Wario	SNES	1993	Puzzle	Nintendo	0	0	0.49	0	0.49
Stunt Race FX	SNES	1993	Racing	Nintendo	0	0	0.35	0	0.35
Rock N Roll Racing	SNES	1993	Racing	Interplay	0	0	0.01	0	0.01
Secret of Mana	SNES	1993	Role-Playing	SquareSoft	0.25	0.07	1.49	0.02	1.83
Romancing SaGa 2	SNES	1993	Role-Playing	SquareSoft	0	0	1.17	0	1.17
Dragon Quest I & II	SNES	1993	Role-Playing	Enix Corporation	0	0	1.15	0	1.15
Torneko no Daibouken: Fushigi no Dungeon	SNES	1993	Role-Playing	ChunSoft	0	0	0.78	0	0.78
Shin Momotarou Densetsu	SNES	1993	Role-Playing	Hudson Soft	0	0	0.32	0	0.32
Illusion of Gaia	SNES	1993	Role-Playing	Nintendo	0	0	0.13	0	0.13
Ranma 1/2: Akanekodan Teki Hihou	SNES	1993	Role-Playing	TOHO	0	0	0.11	0	0.11
Doraemon 2: Nobita no Toizurando Daibouken	SNES	1993	Role-Playing	Epoch	0	0	0.05	0	0.05
Beyond Oasis	GEN	1993	Role-Playing	Sega	0	0	0.05	0	0.05
Star Fox	SNES	1993	Shooter	Nintendo	1.61	0.51	0.8	0.07	2.99
Lethal Enforcers	SNES	1993	Shooter	Konami Digital Entertainment	0	0	0.09	0	0.09
Thoroughbred Breeder	SNES	1993	Simulation	Hect	0	0	0.19	0	0.19
Capcoms Soccer Shootout	SNES	1993	Sports	Nintendo	0	0	0.8	0	0.8
J-League Soccer: Prime Goal	SNES	1993	Sports	Namco Bandai Games	0	0	0.69	0	0.69
Virtual Soccer	SNES	1993	Sports	Hudson Soft	0	0	0.53	0	0.53
Winning Post	SNES	1993	Sports	Tecmo Koei	0	0	0.53	0	0.53
Mega Man Soccer	SNES	1993	Sports	Capcom	0.04	0.01	0.13	0	0.18
Super Power League	SNES	1993	Sports	Hudson Soft	0	0	0.17	0	0.17
Harukanaru Augusta 2: Masters	SNES	1993	Sports	T&E Soft	0	0	0.12	0	0.12
Classic Road	SNES	1993	Sports	Victor Interactive	0	0	0.11	0	0.11
Keiba Eight Special	SNES	1993	Sports	Misawa	0	0	0.05	0	0.05
Nobunaga no Yabou: Haouden	SNES	1993	Strategy	Tecmo Koei	0.3	0	0.32	0	0.62
Shining Force II	GEN	1993	Strategy	Sega	0	0	0.19	0	0.19
Lunar 2: Eternal Blue(sales	GEN	1994	Role-Playing	Game Arts	0	0	0.14	0	
Super Metroid	SNES	1994	Action	Nintendo	0.57	0.12	0.71	0.02	1.42
Kenyuu Densetsu Yaiba	SNES	1994	Action	Banpresto	0	0	0.07	0	0.07
Kidou Senshi V Gundam	SNES	1994	Action	Namco Bandai Games	0	0	0.03	0	0.03
The Great Battle Gaiden 2: Matsuri da Wasshoi	SNES	1994	Action	Banpresto	0	0	0.03	0	0.03
Myst	PC	1994	Adventure	Red Or	0.02	2.79	0	0	2.81
Kamaitachi no Yoru	SNES	1994	Adventure	ChunSoft	0	0	0.81	0	0.81
Discworld	PS	1994	Adventure	Psygnosis	0.04	0.02	0	0	0.06
Myst	SAT	1994	Adventure	Sunsoft	0	0	0.06	0	0.06
Mortal Kombat 3	SNES	1994	Fighting	Acclaim Entertainment	1.19	0.29	0	0.05	1.53
Mortal Kombat 3	GEN	1994	Fighting	Acclaim Entertainment	1.03	0.27	0	0.04	1.34
Battle Arena Toshinden	PS	1994	Fighting	Sony Computer Entertainment	0.39	0.26	0.53	0.08	1.27
Virtua Fighter	SAT	1994	Fighting	Sega	0.17	0.12	0.77	0.02	1.07
Fatal Fury Special	SNES	1994	Fighting	Takara	0	0	0.56	0	0.56
Samurai Shodown	SNES	1994	Fighting	Takara	0	0	0.4	0	0.4
Super Fire ProWrestling Special	SNES	1994	Fighting	Human Entertainment	0	0	0.36	0	0.36
Yuu Yuu Hakusho 2: Kakutou no Sho	SNES	1994	Fighting	Namco Bandai Games	0	0	0.31	0	0.31
Samurai Shodown II	NG	1994	Fighting	SNK	0	0	0.25	0	0.25
The King of Fighters 95 (CD)	NG	1994	Fighting	SNK	0	0	0.23	0	0.23
Samurai Spirits (CD)	NG	1994	Fighting	SNK	0	0	0.2	0	0.2
Saturday Night Slam Masters	SNES	1994	Fighting	Capcom	0	0	0.16	0	0.16
The King of Fighters 94	NG	1994	Fighting	SNK	0	0	0.12	0	0.12
Battle Arena Toshinden Remix	SAT	1994	Fighting	Sega	0	0	0.12	0	0.12
Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen	SNES	1994	Fighting	Angel Studios	0	0	0.12	0	0.12
Center Ring Boxing	SAT	1994	Fighting	JVC	0	0	0.12	0	0.12
Primal Rage	PS	1994	Fighting	Time Warner Interactive	0.06	0.04	0	0.01	0.11
Yuu Yuu Hakusho: Makyo Toitsusen	GEN	1994	Fighting	Sega	0	0	0.08	0	0.08
Golden Axe: The Duel	SAT	1994	Fighting	Sega	0	0	0.05	0	0.05
Galaxy Fight	SAT	1994	Fighting	Sunsoft	0	0	0.04	0	0.04
Mortal Kombat	PC	1994	Fighting	Acclaim Entertainment	0.02	0	0	0	0.02
Sugoi Hebereke	SNES	1994	Fighting	Sunsoft	0	0	0.02	0	0.02
Monopoly	PC	1994	Misc	Hasbro Interactive	1.49	0.81	0	0.1	2.39
Itadaki Street 2: Neon Sign wa Bara Iro ni	SNES	1994	Misc	Enix Corporation	0	0	0.29	0	0.29
Game no Kanzume Vol 2	SCD	1994	Misc	Sega	0	0	0.05	0	0.05
Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu	SNES	1994	Misc	Vap	0	0	0.05	0	0.05
Game no Kanzume Vol 1	SCD	1994	Misc	Sega	0	0	0.04	0	0.05
Puzzle & Action: Tant-R	GEN	1994	Misc	Sega	0	0	0.03	0	0.03
Donkey Kong Country	SNES	1994	Platform	Nintendo	4.36	1.71	3	0.23	9.3
Super Mario Land 3: Wario Land	G	1994	Platform	Nintendo	2.49	0.98	1.57	0.15	5.19
Donkey Kong Land	G	1994	Platform	Nintendo	1.97	0.76	1.07	0.11	3.91
Donkey Kong	G	1994	Platform	Nintendo	1.57	0.62	0.55	0.34	3.07
Sonic & Knuckles	GEN	1994	Platform	Sega	1.24	0.43	0.03	0.12	1.82
Disney's The Lion King	SNES	1994	Platform	Virgin Interactive	1.26	0.39	0.08	0.06	1.79
Sonic the Hedgehog 3	GEN	1994	Platform	Sega	1.02	0.47	0.2	0.07	1.76
Disney's The Lion King	GEN	1994	Platform	Virgin Interactive	0.97	0.37	0.03	0.05	1.41
Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame	SNES	1994	Platform	Konami Digital Entertainment	0	0	0.36	0	0.36
Clockwork Knight	SAT	1994	Platform	Sega	0	0	0.09	0	0.09
Castlevania Bloodlines	GEN	1994	Platform	Konami Digital Entertainment	0	0	0.04	0	0.04
Super Bomberman 2	SNES	1994	Puzzle	Hudson Soft	0	0	0.81	0	0.81
Super Bomberman 3	SNES	1994	Puzzle	Hudson Soft	0	0	0.7	0	0.7
Bust-A-Move	3DO	1994	Puzzle	Micro Cabin	0	0	0.02	0	0.02
Ridge Racer	PS	1994	Racing	Sony Computer Entertainment	0	0	0.74	0.05	0.79
Daytona USA	SAT	1994	Racing	Sega	0	0	0.55	0	0.55
Virtua Racing	GEN	1994	Racing	Sega	0	0	0.26	0	0.26
Drift King Shutokou Battle 94	SNES	1994	Racing	BPS	0	0	0.2	0	0.2
F1 Challenge	SAT	1994	Racing	Sega	0	0	0.18	0	0.18
Gale Racer	SAT	1994	Racing	Sega	0	0	0.07	0	0.07
Formula One World Championship: Beyond the Limit	SCD	1994	Racing	Sega	0	0	0.07	0	0.07
Motor Toon Grand Prix (Japan)	PS	1994	Racing	Sony Computer Entertainment	0	0	0.06	0	0.07
Final Fantasy III	SNES	1994	Role-Playing	SquareSoft	0.86	0	2.55	0.02	3.42
EarthBound	SNES	1994	Role-Playing	Nintendo	0	0	0.81	0	0.81
Fire Emblem: Monsh? no Nazo	SNES	1994	Role-Playing	Nintendo	0	0	0.7	0	0.7
Shin Megami Tensei II	SNES	1994	Role-Playing	Atlus	0	0	0.37	0	0.37
Breath of Fire II	SNES	1994	Role-Playing	Laguna	0	0	0.36	0	0.36
Live A Live	SNES	1994	Role-Playing	SquareSoft	0	0	0.32	0	0.32
Daikaijyuu Monogatari	SNES	1994	Role-Playing	Hudson Soft	0	0	0.3	0	0.3
Slayers	SNES	1994	Role-Playing	Banpresto	0	0	0.12	0	0.12
Final Fantasy I & II	NES	1994	Role-Playing	Square	0	0	0.11	0	0.11
Crime Crackers	PS	1994	Role-Playing	Sony Computer Entertainment	0	0	0.09	0.01	0.1
Kings Field (Japan)	PS	1994	Role-Playing	From Software	0	0	0.08	0.01	0.08
Dragon Slayer: The Legend of Heroes	GEN	1994	Role-Playing	Sega	0	0	0.08	0	0.08
Majin Tensei	SNES	1994	Role-Playing	Atlus	0	0	0.08	0	0.08
Record of Lodoss War: Eiyuu Sensou	SCD	1994	Role-Playing	Sega	0	0	0.06	0	0.06
First Queen: Ornic Senki	SNES	1994	Role-Playing	Culture Brain	0	0	0.03	0	0.03
Gaia Saver Hero Saidai no Sakusen	SNES	1994	Role-Playing	Banpresto	0	0	0.03	0	0.03
Doom II: Hell on Earth	PC	1994	Shooter	Virgin Interactive	2.05	1.4	0	0.16	3.61
Star Wars: Dark Forces	PC	1994	Shooter	LucasArts	1.09	0.77	0	0.09	1.95
Doom	PS	1994	Shooter	Infogrames	0.43	0.3	0	0.05	0.78
Space Invaders	SNES	1994	Shooter	Taito	0	0	0.46	0	0.46
Kileak: The DNA Imperative	PS	1994	Shooter	Sony Computer Entertainment	0.08	0.06	0.21	0.02	0.37
Parodius	PS	1994	Shooter	Konami Digital Entertainment	0	0	0.31	0.02	0.33
Galactic Attack	SAT	1994	Shooter	Acclaim Entertainment	0	0	0.25	0	0.25
Wing Arms	SAT	1994	Shooter	Sega	0	0	0.2	0	0.2
Gokujou Parodius	SNES	1994	Shooter	Konami Digital Entertainment	0	0	0.18	0	0.18
Jupiter Strike	PS	1994	Shooter	Acclaim Entertainment	0.06	0.04	0	0.01	0.11
Robotica	SAT	1994	Shooter	Sega	0	0	0.06	0	0.06
Super Momotarou Dentetsu III	SNES	1994	Simulation	Hudson Soft	0	0	0.91	0	0.91
Theme Park	PS	1994	Simulation	Electronic Arts	0.24	0.16	0.13	0.04	0.57
Wonder Project J: Kikai no Shonen Pino	SNES	1994	Simulation	Enix Corporation	0	0	0.43	0	0.43
SimCity 2000	SAT	1994	Simulation	Sega	0	0	0.28	0	0.28
Thoroughbred Breeder II	SNES	1994	Simulation	Hect	0	0	0.27	0	0.27
ThunderStrike 2	PS	1994	Simulation	Core Design Ltd.	0.1	0.07	0	0.01	0.19
Theme Park	SAT	1994	Simulation	Electronic Arts	0	0	0.08	0	0.08
NBA Jam	SNES	1994	Sports	Acclaim Entertainment	1.19	0.16	0	0.03	1.39
NBA Jam Tournament Edition	GEN	1994	Sports	Acclaim Entertainment	0.95	0.14	0	0.03	1.11
Derby Stallion II	SNES	1994	Sports	ASCII Entertainment	0	0	0.87	0	0.87
Kirbys Dream Course	SNES	1994	Sports	Nintendo	0	0	0.59	0	0.59
J-League Soccer: Prime Goal 2	SNES	1994	Sports	Namco Bandai Games	0	0	0.53	0	0.53
NHL FaceOff	PS	1994	Sports	Sony Computer Entertainment	0.25	0.17	0	0.03	0.45
Jikkyou Powerful Pro Yakuu 94	SNES	1994	Sports	Konami Digital Entertainment	0	0	0.41	0	0.41
Super Famista 3	SNES	1994	Sports	Namco Bandai Games	0	0	0.39	0	0.39
ESPN Extreme Games	PS	1994	Sports	Sony Computer Entertainment	0.11	0.08	0.17	0.03	0.38
Super Formation Soccer 94	SNES	1994	Sports	Human Entertainment	0	0	0.37	0	0.37
Zero4 Champ RR	SNES	1994	Sports	Media Rings	0	0	0.36	0	0.36
Super Power League 2	SNES	1994	Sports	Hudson Soft	0	0	0.33	0	0.33
Decathlete	SAT	1994	Sports	Sega	0	0	0.3	0	0.3
International Superstar Soccer	SNES	1994	Sports	Konami Digital Entertainment	0	0	0.28	0	0.28
Slam Dunk: Yonkyo Taiketsu!!	SNES	1994	Sports	Namco Bandai Games	0	0	0.27	0	0.27
Jikkyou Powerful Pro Yakyuu 95	PS	1994	Sports	Konami Digital Entertainment	0	0	0.11	0.01	0.11
Derby Jockey: Kishou e no Michi	SNES	1994	Sports	Asmik Corp	0	0	0.07	0	0.07
Worldwide Soccer	SAT	1994	Sports	Sega	0	0	0.06	0	0.06
World Series Baseball	SAT	1994	Sports	Sega	0	0	0.04	0	0.04
J-League Pro Striker 2	GEN	1994	Sports	Sega	0	0	0.04	0	0.04
Pebble Beach Golf Links	SAT	1994	Sports	Sega	0	0	0.02	0	0.02
World Class Rugby 2: Kokunai Gekitou Hen 93	SNES	1994	Sports	Misawa	0	0	0.02	0	0.02
Warcraft: Orcs & Humans	PC	1994	Strategy	Activision	0.89	1.08	0	0.11	2.08
Romance of the Three Kingdoms IV: Wall of Fire	SNES	1994	Strategy	Tecmo Koei	0	0	0.53	0	0.53
Super Robot Taisen EX	SNES	1994	Strategy	Banpresto	0	0	0.37	0	0.37
A. IV Evolution: A Ressha de Ikou 4	PS	1994	Strategy	ArtDink	0	0	0.24	0.02	0.25
SD Gundam GX	SNES	1994	Strategy	Namco Bandai Games	0	0	0.19	0	0.19
Shining Force CD	SCD	1994	Strategy	Sega	0	0	0.14	0	0.14
Twisted Metal	PS	1995	Action	Sony Computer Entertainment	1.32	0.19	0	0.05	1.56
WipEout	PS	1995	Action	Psygnosis	0.26	0.18	0	0.03	0.47
Mobile Suit Gundam	PS	1995	Action	Namco Bandai Games	0	0	0.42	0.03	0.45
Mobile Suit Gundam	SAT	1995	Action	Namco Bandai Games	0	0	0.41	0	0.41
Mega Man X3	SNES	1995	Action	Laguna	0.04	0.01	0.3	0	0.35
Cyber Sled	PS	1995	Action	Sony Computer Entertainment	0	0	0.13	0.01	0.14
Shellshock	PS	1995	Action	Core Design Ltd.	0.06	0.04	0	0.01	0.1
Cyberia	PS	1995	Action	Interplay	0.05	0.03	0	0.01	0.09
Doukyuusei	TG16	1995	Adventure	NEC	0	0	0.14	0	0.14
D	PS	1995	Adventure	Acclaim Entertainment	0	0	0.1	0.01	0.11
Myst	PS	1995	Adventure	Psygnosis	0	0	0.07	0	0.07
Kekkon: Marriage	SAT	1995	Adventure	Shogakukan	0	0	0.06	0	0.06
Tenchi Muyou! Ryoukouki Gokuraku	SAT	1995	Adventure	Yumedia	0	0	0.06	0	0.06
Policenauts	3DO	1995	Adventure	Konami Digital Entertainment	0	0	0.06	0	0.06
Jirou Akagawa: Majotachi no Nemuri	SNES	1995	Adventure	Pack-In-Video	0	0	0.05	0	0.05
Kekkon Zenya	SAT	1995	Adventure	Shogakukan	0	0	0.05	0	0.05
Night Head: The Labyrinth	PS	1995	Adventure	Fuji	0	0	0.03	0	0.03
Rampo	SAT	1995	Adventure	Sega	0	0	0.03	0	0.03
Doki Oki	PS	1995	Adventure	Banpresto	0	0	0.02	0	0.03
Aquanauts Holiday	PS	1995	Adventure	Sony Computer Entertainment	0.01	0.01	0	0	0.02
Psychic Detective	PS	1995	Adventure	Electronic Arts	0.01	0	0	0	0.01
Tekken	PS	1995	Fighting	Sony Computer Entertainment	0.95	1.3	0.77	0.22	3.24
Killer Instinct	SNES	1995	Fighting	Nintendo	2.26	0.72	0.12	0.1	3.2
Virtua Fighter 2	SAT	1995	Fighting	Sega	0.34	0.26	1.3	0.03	1.93
Street Fighter Alpha: Warriors Dreams	PS	1995	Fighting	Virgin Interactive	0.17	0.11	0.43	0.05	0.76
Battle Arena Toshinden 2	PS	1995	Fighting	Sony Computer Entertainment	0.15	0.1	0.41	0.05	0.71
Mortal Kombat 3	PS	1995	Fighting	Sony Computer Entertainment	0.29	0.2	0.02	0.04	0.55
Cyber Troopers Virtual-On	SAT	1995	Fighting	Sega	0	0	0.42	0	0.42
Fighting Vipers	SAT	1995	Fighting	Sega	0	0	0.4	0	0.4
Boxers Road	PS	1995	Fighting	New	0	0	0.33	0.02	0.36
Night Warriors: Darkstalkers Revenge	SAT	1995	Fighting	Virgin Interactive	0	0	0.34	0	0.34
Shin Nippon Pro Wrestling: Toukon Retsuden	PS	1995	Fighting	Tomy Corporation	0	0	0.3	0.02	0.33
Street Fighter Alpha 2	SAT	1995	Fighting	Virgin Interactive	0	0	0.32	0	0.32
Super Fire ProWrestling X	SNES	1995	Fighting	Human Entertainment	0	0	0.28	0	0.28
The King of Fighters 95	SAT	1995	Fighting	SNK Playmore	0	0	0.28	0	0.28
Virtua Fighter Kids	SAT	1995	Fighting	Sega	0	0	0.23	0	0.23
Dragon Ball Z Hyper Dimension	SNES	1995	Fighting	Namco Bandai Games	0	0	0.21	0	0.21
X-Men: Children of the Atom	SAT	1995	Fighting	Acclaim Entertainment	0	0	0.21	0	0.21
The King of Fighters 95	NG	1995	Fighting	SNK	0	0	0.2	0	0.2
Street Fighter: The Movie	PS	1995	Fighting	Acclaim Entertainment	0.1	0.07	0	0.01	0.17
Dragon Ball Z: Idainaru Dragon Ball Densetsu	SAT	1995	Fighting	Namco Bandai Games	0	0	0.15	0	0.15
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu	PS	1995	Fighting	Atlus	0	0	0.1	0.01	0.1
Dragon Ball Z: Shin Butouden	SAT	1995	Fighting	Namco Bandai Games	0	0	0.09	0	0.09
Blades of Blood: Samurai Shodown III	PS	1995	Fighting	Sony Computer Entertainment	0.05	0.03	0	0.01	0.08
Samurai Shodown III	NG	1995	Fighting	SNK	0	0	0.08	0	0.08
Zero Divide	PS	1995	Fighting	Ocean	0.03	0.02	0	0	0.06
WWF Wrestlemania: The Arcade Game	PS	1995	Fighting	Acclaim Entertainment	0.03	0.02	0	0	0.06
Far East of Eden Shinden	NG	1995	Fighting	Hudson Soft	0	0	0.03	0	0.03
Robo Pit	PS	1995	Fighting	Kokopeli Digital Studios	0.02	0.01	0	0	0.03
Battle Arena Toshinden URA	SAT	1995	Fighting	Sega	0	0	0.03	0	0.03
Namco Museum Vol.1	PS	1995	Misc	Sony Computer Entertainment	2.12	1.44	0.22	0.06	3.84
Super Momotarou Dentetsu DX	SNES	1995	Misc	Hudson Soft	0	0	0.47	0	0.47
Extreme Pinball	PS	1995	Misc	Electronic Arts	0.18	0.12	0	0.02	0.32
Gameboy Gallery	G	1995	Misc	Nintendo	0	0	0.3	0	0.3
Nichibutsu Arcade Classics	SNES	1995	Misc	Nichibutsu	0	0	0.28	0	0.28
Super Real Mahjong P V	SAT	1995	Misc	Seta Corporation	0	0	0.19	0	0.19
Virtua Fighter CG Portrait Series Vol.4: Pai Chan	SAT	1995	Misc	Sega	0	0	0.12	0	0.12
Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant	SAT	1995	Misc	Sega	0	0	0.11	0	0.11
Victory Zone	PS	1995	Misc	Sony Computer Entertainment	0	0	0.1	0.01	0.11
Idol Janshi Suchie-Pai Remix	SAT	1995	Misc	Jaleco	0	0	0.1	0	0.1
Virtua Fighter CG Portrait Series Vol.3: Akira Yuki	SAT	1995	Misc	Sega	0	0	0.09	0	0.09
Virtua Fighter CG Portrait Series Vol.2: Jacky Bryant	SAT	1995	Misc	Sega	0	0	0.08	0	0.08
Super Real Mahjong Graffiti	SAT	1995	Misc	Seta Corporation	0	0	0.07	0	0.07
Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield	SAT	1995	Misc	Sega	0	0	0.05	0	0.05
Super Jinsei Game 2	SNES	1995	Misc	Takara	0	0	0.05	0	0.05
Virtua Fighter CG Portrait Series Vol.6: Lau Chan	SAT	1995	Misc	Sega	0	0	0.04	0	0.04
Tokimeki Mahjong Paradise: Koi no Tenpai Beat	SAT	1995	Misc	Sonnet	0	0	0.04	0	0.04
Ide Yosuke no Mahjong Kazoku	PS	1995	Misc	Seta Corporation	0	0	0.04	0	0.04
Daibakushou: Jinsei Gekijou	SNES	1995	Misc	Taito	0	0	0.03	0	0.03
Hissatsu Pachinko Collection 3	SNES	1995	Misc	Sunsoft	0	0	0.03	0	0.03
America Oudan Ultra-Quiz	SAT	1995	Misc	Victor Interactive	0	0	0.02	0	0.02
You Dont Know Jack	PC	1995	Misc	Vivendi Games	0.02	0	0	0	0.02
Donkey Kong Country 2: Diddys Kong Quest	SNES	1995	Platform	Nintendo	2.1	0.74	2.2	0.11	5.15
Super Mario World 2: Yoshis Island	SNES	1995	Platform	Nintendo	1.65	0.61	1.76	0.09	4.12
Rayman	PS	1995	Platform	Ubisoft	1.54	1.33	0	0.16	3.03
Kirbys Dream Land 2	G	1995	Platform	Nintendo	0.69	0.14	1.48	0.05	2.36
Gex	PS	1995	Platform	Crystal Dynamics	0.49	0.33	0	0.06	0.87
Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu	SNES	1995	Platform	Konami Digital Entertainment	0	0	0.31	0	0.31
Jumping Flash!	PS	1995	Platform	Sony Computer Entertainment	0.05	0.03	0.21	0.02	0.3
Mega Man 7	SNES	1995	Platform	Laguna	0.03	0.01	0.23	0.01	0.28
Castlevania Dracula X	SNES	1995	Platform	Konami Digital Entertainment	0.03	0.01	0.05	0	0.09
Doraemon 4: Nobita to Toki no Okoku	SNES	1995	Platform	Epoch	0	0	0.06	0	0.06
Johnny Bazookatone	PS	1995	Platform	U.S. Gold	0.03	0.02	0	0	0.05
Go Go Ackman 3	SNES	1995	Platform	Banpresto	0	0	0.04	0	0.04
Hermie Hopperhead: Scrap Panic	PS	1995	Platform	Sony Computer Entertainment	0	0	0.02	0	0.03
Marios Picross	G	1995	Puzzle	Nintendo	0	0	0.62	0	0.62
Super Puyo Puyo 2	SNES	1995	Puzzle	Compile	0	0	0.47	0	0.47
Mario no Super Picross	SNES	1995	Puzzle	Nintendo	0	0	0.41	0	0.41
Kirbys Block Ball	G	1995	Puzzle	Nintendo	0	0	0.32	0	0.32
Super Nazo Puyo: Ruruu no Ruu	SNES	1995	Puzzle	Banpresto	0	0	0.27	0	0.27
Bust-A-Move 2 Arcade Edition	PS	1995	Puzzle	Acclaim Entertainment	0.11	0.07	0	0.01	0.2
Tetris Attack	SNES	1995	Puzzle	Nintendo	0	0	0.15	0	0.15
Bubble Bobble also featuring Rainbow Islands	PS	1995	Puzzle	Acclaim Entertainment	0.04	0.02	0	0	0.06
3D Lemmings	PS	1995	Puzzle	Psygnosis	0.03	0.02	0	0	0.06
Baku Baku	SAT	1995	Puzzle	Sega	0	0	0.05	0	0.05
Block Kuzushi	SNES	1995	Puzzle	Pow	0	0	0.05	0	0.05
Zoop	PS	1995	Puzzle	MediaQuest	0.03	0.02	0	0	0.05
Road Rash	PS	1995	Racing	Electronic Arts	0.71	0.48	0	0.08	1.27
Sega Rally Championship	SAT	1995	Racing	Sega	0.21	0.16	0.77	0.02	1.16
Ridge Racer Revolution	PS	1995	Racing	Sony Computer Entertainment	0.17	0.12	0.71	0.07	1.07
Road & Track Presents: The Need for Speed	PS	1995	Racing	Electronic Arts	0.56	0.38	0	0.07	1
Destruction Derby	PS	1995	Racing	Psygnosis	0.5	0.34	0	0.06	0.9
Off-World Interceptor Extreme	PS	1995	Racing	Crystal Dynamics	0.09	0.06	0	0.01	0.17
Daytona USA Championship Circuit Edition	SAT	1995	Racing	Sega	0	0	0.14	0	0.14
High Velocity: Mountain Racing Challenge	SAT	1995	Racing	Atlus	0	0	0.12	0	0.12
Zero4 Champ RR-Z	SNES	1995	Racing	Media Rings	0	0	0.1	0	0.1
Hang On GP	SAT	1995	Racing	Sega	0	0	0.07	0	0.07
Hi-Octane: The Track Fights Back!	PS	1995	Racing	Electronic Arts	0.03	0.02	0	0	0.05
Zen-Nippon GT Senshuken	SNES	1995	Racing	Banpresto	0	0	0.04	0	0.04
Dragon Quest VI: Maboroshi no Daichi	SNES	1995	Role-Playing	Enix Corporation	0	0	3.19	0	3.19
Chrono Trigger	SNES	1995	Role-Playing	SquareSoft	0.28	0	2.02	0.01	2.31
Romancing SaGa 3	SNES	1995	Role-Playing	SquareSoft	0	0	1.29	0.01	1.3
Arc the Lad	PS	1995	Role-Playing	Sony Computer Entertainment	0	0	1.1	0.01	1.11
